"order_id","order_date","ship_date","ship_mode","city","state","postal_code","region"
"CA-2016-141586","17/10/2016","20/10/2016","First Class","San Francisco","California","94122","West"
"CA-2017-130386","12/11/2017","18/11/2017","Standard Class","Austin","Texas","78745","Central"
"CA-2016-100468","24/11/2016","01/12/2016","Standard Class","Los Angeles","California","90045","West"
"CA-2015-153388","01/08/2015","07/08/2015","Standard Class","Los Angeles","California","90004","West"
"CA-2017-154935","24/12/2017","29/12/2017","Standard Class","New York City","New York","10024","East"
"CA-2016-134208","17/09/2016","23/09/2016","Standard Class","Columbus","Georgia","31907","South"
"CA-2017-108294","10/12/2017","10/12/2017","Same Day","Omaha","Nebraska","68104","Central"
"CA-2017-103611","12/09/2017","15/09/2017","First Class","Los Angeles","California","90036","West"
"CA-2017-100384","24/06/2017","01/07/2017","Standard Class","Pomona","California","91767","West"
"CA-2017-112809","18/08/2017","22/08/2017","Standard Class","Dallas","Texas","75220","Central"
"US-2017-160759","11/12/2017","17/12/2017","Standard Class","Philadelphia","Pennsylvania","19120","East"
"CA-2017-148446","10/12/2017","14/12/2017","Second Class","North Las Vegas","Nevada","89031","West"
"CA-2014-111059","03/02/2014","06/02/2014","Second Class","Seattle","Washington","98105","West"
"CA-2017-116204","11/02/2017","14/02/2017","Second Class","San Francisco","California","94110","West"
"CA-2017-109946","16/04/2017","21/04/2017","Standard Class","Chicago","Illinois","60610","Central"
"CA-2015-144806","06/12/2015","11/12/2015","Standard Class","Tucson","Arizona","85705","West"
"CA-2016-122392","22/07/2016","27/07/2016","Standard Class","Allentown","Pennsylvania","18103","East"
"CA-2015-148432","07/11/2015","10/11/2015","Second Class","Newark","Delaware","19711","East"
"CA-2015-103793","26/03/2015","31/03/2015","Standard Class","Miami","Florida","33142","South"
"CA-2017-159884","31/08/2017","05/09/2017","Standard Class","Tempe","Arizona","85281","West"
"CA-2016-139885","04/12/2016","08/12/2016","Standard Class","New York City","New York","10035","East"
"CA-2017-124086","10/02/2017","14/02/2017","Standard Class","Laguna Niguel","California","92677","West"
"CA-2016-112389","29/10/2016","02/11/2016","Standard Class","Bridgeton","New Jersey","8302","East"
"CA-2017-121888","15/09/2017","17/09/2017","Second Class","Everett","Massachusetts","2149","East"
"CA-2014-166884","11/03/2014","16/03/2014","Second Class","Columbus","Ohio","43229","East"
"CA-2014-107181","04/02/2014","08/02/2014","Standard Class","San Diego","California","92024","West"
"CA-2014-150245","31/12/2014","04/01/2015","Second Class","Watertown","New York","13601","East"
"CA-2015-111395","23/11/2015","27/11/2015","Standard Class","San Antonio","Texas","78207","Central"
"CA-2014-134278","06/07/2014","08/07/2014","First Class","New York City","New York","10011","East"
"US-2017-124926","13/11/2017","18/11/2017","Second Class","Houston","Texas","77095","Central"
"CA-2016-159345","17/06/2016","22/06/2016","Standard Class","San Diego","California","92024","West"
"CA-2014-130274","03/05/2014","05/05/2014","First Class","Appleton","Wisconsin","54915","Central"
"CA-2017-158386","16/10/2017","21/10/2017","Standard Class","Richmond","Kentucky","40475","South"
"CA-2015-111507","06/02/2015","13/02/2015","Standard Class","Bellevue","Washington","98006","West"
"CA-2017-120761","04/09/2017","08/09/2017","Standard Class","Long Beach","New York","11561","East"
"CA-2016-109176","09/05/2016","15/05/2016","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2015-112116","16/03/2015","18/03/2015","Second Class","Seattle","Washington","98103","West"
"CA-2016-126809","09/04/2016","13/04/2016","Standard Class","Seattle","Washington","98103","West"
"CA-2014-105172","04/04/2014","09/04/2014","Standard Class","San Francisco","California","94109","West"
"CA-2017-107293","05/09/2017","06/09/2017","First Class","Seattle","Washington","98115","West"
"US-2017-102890","30/06/2017","30/06/2017","Same Day","New York City","New York","10011","East"
"CA-2015-158554","09/11/2015","09/11/2015","Same Day","Philadelphia","Pennsylvania","19134","East"
"CA-2014-116239","04/03/2014","04/03/2014","Same Day","Columbia","South Carolina","29203","South"
"CA-2015-132101","19/03/2015","25/03/2015","Standard Class","Seattle","Washington","98105","West"
"CA-2015-129112","29/11/2015","30/11/2015","First Class","Allen","Texas","75002","Central"
"US-2017-152002","11/06/2017","11/06/2017","Same Day","Los Angeles","California","90004","West"
"CA-2017-165029","26/11/2017","30/11/2017","Standard Class","Atlanta","Georgia","30318","South"
"US-2014-157385","23/11/2014","25/11/2014","First Class","Los Angeles","California","90004","West"
"CA-2014-101602","15/12/2014","18/12/2014","First Class","El Paso","Texas","79907","Central"
"CA-2016-109057","22/04/2016","27/04/2016","Standard Class","Aurora","Illinois","60505","Central"
"CA-2016-154403","23/05/2016","27/05/2016","Standard Class","Florence","Alabama","35630","South"
"CA-2016-102456","27/02/2016","01/03/2016","First Class","New York City","New York","10011","East"
"CA-2015-131338","09/08/2015","12/08/2015","First Class","New York City","New York","10024","East"
"CA-2016-109911","12/05/2016","16/05/2016","Standard Class","Virginia Beach","Virginia","23464","South"
"US-2016-132423","15/04/2016","19/04/2016","Standard Class","Grapevine","Texas","76051","Central"
"CA-2015-122826","23/06/2015","25/06/2015","Second Class","Olympia","Washington","98502","West"
"CA-2014-117317","19/10/2014","19/10/2014","Same Day","Los Angeles","California","90032","West"
"CA-2015-118423","24/03/2015","27/03/2015","First Class","Peoria","Illinois","61604","Central"
"CA-2017-149181","08/05/2017","12/05/2017","Standard Class","Columbus","Ohio","43229","East"
"CA-2017-132234","16/10/2017","18/10/2017","First Class","New York City","New York","10011","East"
"CA-2017-158876","19/11/2017","21/11/2017","Second Class","Carrollton","Texas","75007","Central"
"CA-2016-164672","08/05/2016","13/05/2016","Second Class","Dover","Delaware","19901","East"
"US-2016-132857","11/12/2016","17/12/2016","Standard Class","Smyrna","Tennessee","37167","South"
"CA-2017-116645","30/11/2017","04/12/2017","Standard Class","Newark","Delaware","19711","East"
"US-2016-115819","19/04/2016","24/04/2016","Second Class","Los Angeles","California","90049","West"
"CA-2014-156349","26/05/2014","30/05/2014","Standard Class","Los Angeles","California","90008","West"
"CA-2017-138380","21/12/2017","25/12/2017","Standard Class","Oakland","California","94601","West"
"US-2016-113509","15/03/2016","19/03/2016","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2015-130022","10/08/2015","16/08/2015","Standard Class","Eagan","Minnesota","55122","Central"
"US-2016-118780","10/09/2016","14/09/2016","Second Class","New York City","New York","10011","East"
"CA-2017-108560","08/07/2017","15/07/2017","Standard Class","Kent","Washington","98031","West"
"CA-2015-157084","19/12/2015","24/12/2015","Standard Class","Los Angeles","California","90049","West"
"CA-2015-164539","16/11/2015","22/11/2015","Standard Class","New York City","New York","10011","East"
"CA-2015-143119","24/09/2015","30/09/2015","Standard Class","Lafayette","Louisiana","70506","South"
"CA-2017-101049","21/06/2017","25/06/2017","Second Class","Cleveland","Ohio","44105","East"
"CA-2016-106530","08/05/2016","08/05/2016","Same Day","Cleveland","Ohio","44105","East"
"CA-2014-168984","26/11/2014","02/12/2014","Standard Class","Tigard","Oregon","97224","West"
"CA-2016-157266","26/05/2016","01/06/2016","Standard Class","Washington","District of Columbia","20016","East"
"US-2014-134712","29/11/2014","04/12/2014","Standard Class","Skokie","Illinois","60076","Central"
"CA-2015-111829","19/03/2015","20/03/2015","First Class","Seattle","Washington","98115","West"
"CA-2015-105221","01/11/2015","03/11/2015","First Class","Philadelphia","Pennsylvania","19140","East"
"CA-2015-120341","26/09/2015","29/09/2015","Second Class","Philadelphia","Pennsylvania","19143","East"
"CA-2014-135699","29/08/2014","29/08/2014","Same Day","San Francisco","California","94110","West"
"US-2017-132444","18/11/2017","21/11/2017","First Class","Seattle","Washington","98105","West"
"CA-2014-127159","12/05/2014","15/05/2014","First Class","Milwaukee","Wisconsin","53209","Central"
"CA-2017-161809","20/01/2017","26/01/2017","Standard Class","Los Angeles","California","90045","West"
"CA-2017-127285","30/10/2017","06/11/2017","Standard Class","Seattle","Washington","98115","West"
"CA-2017-144526","30/04/2017","06/05/2017","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2016-128531","24/11/2016","26/11/2016","Second Class","Dallas","Texas","75217","Central"
"US-2015-157154","10/01/2015","15/01/2015","Standard Class","New York City","New York","10011","East"
"CA-2017-159457","19/10/2017","26/10/2017","Standard Class","Houston","Texas","77095","Central"
"CA-2016-107615","22/03/2016","25/03/2016","First Class","North Las Vegas","Nevada","89031","West"
"CA-2017-111647","03/07/2017","07/07/2017","Standard Class","Plano","Texas","75023","Central"
"CA-2015-150560","11/12/2015","12/12/2015","First Class","Suffolk","Virginia","23434","South"
"CA-2015-143077","17/09/2015","21/09/2015","Standard Class","Houston","Texas","77041","Central"
"CA-2016-122728","18/05/2016","24/05/2016","Standard Class","San Francisco","California","94110","West"
"CA-2014-122882","07/09/2014","13/09/2014","Standard Class","Philadelphia","Pennsylvania","19134","East"
"US-2016-101497","29/09/2016","01/10/2016","Second Class","Los Angeles","California","90008","West"
"CA-2016-147585","07/11/2016","12/11/2016","Standard Class","San Francisco","California","94110","West"
"CA-2017-149489","24/04/2017","27/04/2017","First Class","Philadelphia","Pennsylvania","19143","East"
"CA-2017-143798","10/12/2017","12/12/2017","First Class","Philadelphia","Pennsylvania","19140","East"
"CA-2014-142839","16/08/2014","20/08/2014","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2017-129833","09/12/2017","15/12/2017","Standard Class","Indianapolis","Indiana","46203","Central"
"US-2016-154361","14/03/2016","19/03/2016","Standard Class","Columbus","Ohio","43229","East"
"US-2016-158708","26/06/2016","29/06/2016","Second Class","Plano","Texas","75023","Central"
"CA-2015-156335","25/09/2015","28/09/2015","Second Class","Bayonne","New Jersey","7002","East"
"CA-2015-148376","27/12/2015","31/12/2015","Standard Class","Los Angeles","California","90008","West"
"CA-2014-135657","03/06/2014","07/06/2014","Second Class","Seattle","Washington","98115","West"
"CA-2015-114069","13/07/2015","15/07/2015","Second Class","New York City","New York","10035","East"
"CA-2014-139857","02/02/2014","06/02/2014","Standard Class","San Diego","California","92037","West"
"CA-2016-106306","08/03/2016","08/03/2016","Same Day","Glendale","Arizona","85301","West"
"CA-2015-100545","22/11/2015","26/11/2015","Standard Class","Philadelphia","Pennsylvania","19120","East"
"CA-2017-123491","30/10/2017","05/11/2017","Standard Class","San Francisco","California","94122","West"
"CA-2015-145401","30/01/2015","04/02/2015","Standard Class","Houston","Texas","77070","Central"
"US-2017-124968","08/09/2017","13/09/2017","Second Class","Chicago","Illinois","60610","Central"
"CA-2017-104003","07/10/2017","13/10/2017","Standard Class","San Francisco","California","94110","West"
"CA-2016-154788","30/04/2016","04/05/2016","Standard Class","New York City","New York","10011","East"
"CA-2016-169943","19/05/2016","24/05/2016","Standard Class","New York City","New York","10011","East"
"US-2015-123218","20/12/2015","25/12/2015","Standard Class","Chicago","Illinois","60623","Central"
"CA-2015-127453","19/12/2015","20/12/2015","First Class","Philadelphia","Pennsylvania","19143","East"
"US-2017-164056","29/04/2017","04/05/2017","Second Class","Dublin","Ohio","43017","East"
"CA-2016-106894","07/02/2016","07/02/2016","Same Day","Springfield","Virginia","22153","South"
"CA-2014-125136","28/09/2014","03/10/2014","Standard Class","Fayetteville","North Carolina","28314","South"
"US-2016-131149","10/07/2016","14/07/2016","Standard Class","Dallas","Texas","75081","Central"
"CA-2017-101483","29/07/2017","01/08/2017","Second Class","Jacksonville","North Carolina","28540","South"
"CA-2015-130204","03/09/2015","09/09/2015","Standard Class","San Francisco","California","94122","West"
"CA-2014-110527","09/08/2014","16/08/2014","Standard Class","San Diego","California","92037","West"
"CA-2017-152807","30/10/2017","03/11/2017","Standard Class","Philadelphia","Pennsylvania","19140","East"
"CA-2014-133270","06/06/2014","09/06/2014","First Class","Rochester","New York","14609","East"
"CA-2016-155670","13/08/2016","17/08/2016","Second Class","Jacksonville","North Carolina","28540","South"
"US-2014-157406","25/04/2014","29/04/2014","Standard Class","Houston","Texas","77095","Central"
"CA-2015-139094","22/11/2015","27/11/2015","Standard Class","San Antonio","Texas","78207","Central"
"CA-2017-168837","14/10/2017","17/10/2017","First Class","Oakland","California","94601","West"
"CA-2017-116715","02/12/2017","05/12/2017","First Class","San Francisco","California","94122","West"
"CA-2015-135622","08/12/2015","11/12/2015","Second Class","Fort Worth","Texas","76106","Central"
"US-2015-107349","13/07/2015","15/07/2015","First Class","Houston","Texas","77095","Central"
"CA-2014-139017","11/05/2014","17/05/2014","Standard Class","Houston","Texas","77095","Central"
"CA-2014-141817","05/01/2014","12/01/2014","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2015-130785","05/09/2015","09/09/2015","Standard Class","San Diego","California","92105","West"
"CA-2016-110254","04/08/2016","08/08/2016","Standard Class","Suffolk","Virginia","23434","South"
"US-2014-158057","22/03/2014","26/03/2014","Standard Class","Greensboro","North Carolina","27405","South"
"CA-2017-146024","02/03/2017","08/03/2017","Standard Class","Dallas","Texas","75081","Central"
"CA-2016-129686","27/11/2016","29/11/2016","Second Class","Chicago","Illinois","60623","Central"
"CA-2014-118976","28/04/2014","03/05/2014","Standard Class","Baltimore","Maryland","21215","East"
"CA-2015-105347","24/11/2015","28/11/2015","Standard Class","Los Angeles","California","90004","West"
"CA-2016-124667","11/11/2016","16/11/2016","Standard Class","New York City","New York","10011","East"
"CA-2015-111094","09/07/2015","13/07/2015","Standard Class","Franklin","Massachusetts","2038","East"
"CA-2017-166317","22/09/2017","26/09/2017","Standard Class","Milwaukee","Wisconsin","53209","Central"
"CA-2015-154326","15/02/2015","19/02/2015","Standard Class","Kenosha","Wisconsin","53142","Central"
"CA-2014-102008","30/09/2014","04/10/2014","Standard Class","New York City","New York","10011","East"
"CA-2014-120474","01/12/2014","03/12/2014","First Class","Madison","Wisconsin","53711","Central"
"CA-2014-104773","08/12/2014","13/12/2014","Standard Class","Houston","Texas","77041","Central"
"CA-2016-140774","05/09/2016","10/09/2016","Standard Class","Olathe","Kansas","66062","Central"
"US-2017-139465","27/08/2017","30/08/2017","First Class","New York City","New York","10024","East"
"CA-2016-100965","07/07/2016","11/07/2016","Standard Class","San Jose","California","95123","West"
"CA-2016-121034","08/08/2016","10/08/2016","Second Class","Dallas","Texas","75081","Central"
"CA-2016-149461","13/11/2016","19/11/2016","Standard Class","Auburn","Washington","98002","West"
"CA-2017-158379","22/09/2017","26/09/2017","Second Class","Philadelphia","Pennsylvania","19134","East"
"US-2016-116729","25/12/2016","28/12/2016","First Class","Los Angeles","California","90049","West"
"CA-2016-164938","11/02/2016","13/02/2016","First Class","Tulsa","Oklahoma","74133","Central"
"CA-2016-165484","23/10/2016","29/10/2016","Standard Class","Chicago","Illinois","60610","Central"
"CA-2014-132612","09/06/2014","11/06/2014","Second Class","Harrisonburg","Virginia","22801","South"
"US-2017-161193","20/11/2017","26/11/2017","Standard Class","Newark","Ohio","43055","East"
"CA-2015-131597","14/09/2015","18/09/2015","Standard Class","Los Angeles","California","90045","West"
"CA-2015-164833","04/06/2015","04/06/2015","Same Day","Seattle","Washington","98105","West"
"CA-2015-125423","13/12/2015","15/12/2015","Second Class","Los Angeles","California","90036","West"
"US-2014-130379","25/05/2014","29/05/2014","Standard Class","Chicago","Illinois","60623","Central"
"CA-2016-168956","16/02/2016","20/02/2016","Standard Class","Chicago","Illinois","60623","Central"
"CA-2016-167507","22/12/2016","28/12/2016","Standard Class","Redmond","Oregon","97756","West"
"CA-2016-109344","08/02/2016","11/02/2016","Second Class","Raleigh","North Carolina","27604","South"
"US-2015-140851","13/07/2015","15/07/2015","Second Class","Macon","Georgia","31204","South"
"CA-2014-103373","18/05/2014","24/05/2014","Standard Class","Cleveland","Ohio","44105","East"
"CA-2017-145884","21/10/2017","21/10/2017","Same Day","Muskogee","Oklahoma","74403","Central"
"CA-2015-131422","05/11/2015","09/11/2015","Standard Class","Monroe","North Carolina","28110","South"
"CA-2017-162691","01/08/2017","07/08/2017","Standard Class","Austin","Texas","78745","Central"
"CA-2014-141278","21/06/2014","24/06/2014","First Class","Meriden","Connecticut","6450","East"
"CA-2017-122693","19/02/2017","21/02/2017","Second Class","Roswell","Georgia","30076","South"
"CA-2014-117345","01/08/2014","05/08/2014","Standard Class","Charlotte","North Carolina","28205","South"
"CA-2016-157763","18/07/2016","23/07/2016","Standard Class","Bowling Green","Kentucky","42104","South"
"CA-2015-135391","09/02/2015","11/02/2015","Second Class","San Antonio","Texas","78207","Central"
"US-2017-113852","29/07/2017","02/08/2017","Standard Class","Seattle","Washington","98115","West"
"US-2017-158512","12/01/2017","17/01/2017","Second Class","Washington","District of Columbia","20016","East"
"CA-2017-128370","10/09/2017","10/09/2017","Same Day","Los Angeles","California","90004","West"
"CA-2015-160472","20/07/2015","25/07/2015","Second Class","South Bend","Indiana","46614","Central"
"CA-2014-114643","13/06/2014","17/06/2014","Standard Class","Los Angeles","California","90032","West"
"US-2017-158218","12/05/2017","15/05/2017","Second Class","Houston","Texas","77041","Central"
"CA-2015-121608","03/09/2015","05/09/2015","First Class","Bristol","Connecticut","6010","East"
"US-2017-121251","26/03/2017","27/03/2017","First Class","New York City","New York","10009","East"
"CA-2014-151078","12/11/2014","12/11/2014","Same Day","San Antonio","Texas","78207","Central"
"US-2016-100839","13/10/2016","17/10/2016","Standard Class","Aurora","Colorado","80013","West"
"US-2017-116659","12/11/2017","12/11/2017","Same Day","Newark","Ohio","43055","East"
"CA-2017-118857","15/04/2017","18/04/2017","First Class","Henderson","Nevada","89015","West"
"CA-2015-127110","25/06/2015","01/07/2015","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2016-148201","26/08/2016","29/08/2016","Second Class","Seattle","Washington","98103","West"
"CA-2014-116932","21/07/2014","25/07/2014","Standard Class","San Francisco","California","94122","West"
"CA-2017-142888","21/11/2017","25/11/2017","Standard Class","Spokane","Washington","99207","West"
"CA-2014-147914","04/06/2014","09/06/2014","Standard Class","Columbus","Ohio","43229","East"
"US-2016-112977","10/03/2016","16/03/2016","Standard Class","Long Beach","New York","11561","East"
"CA-2017-112039","25/03/2017","29/03/2017","Standard Class","San Antonio","Texas","78207","Central"
"CA-2017-118885","29/12/2017","02/01/2018","Standard Class","Los Angeles","California","90049","West"
"US-2017-166611","28/03/2017","02/04/2017","Standard Class","Jacksonville","Florida","32216","South"
"CA-2015-109512","05/03/2015","05/03/2015","Same Day","New York City","New York","10011","East"
"CA-2016-118570","13/11/2016","17/11/2016","Standard Class","Philadelphia","Pennsylvania","19143","East"
"CA-2017-154718","19/01/2017","23/01/2017","Second Class","Keller","Texas","76248","Central"
"CA-2016-147578","22/04/2016","26/04/2016","Second Class","San Francisco","California","94122","West"
"CA-2014-140165","13/05/2014","15/05/2014","First Class","Hialeah","Florida","33012","South"
"CA-2014-142587","21/10/2014","22/10/2014","First Class","Fairfield","Ohio","45014","East"
"CA-2014-157623","14/03/2014","18/03/2014","Standard Class","Huntington Beach","California","92646","West"
"CA-2017-145310","22/12/2017","24/12/2017","Second Class","Port Orange","Florida","32127","South"
"CA-2016-100083","24/11/2016","29/11/2016","Standard Class","Medford","Oregon","97504","West"
"US-2017-108063","02/12/2017","05/12/2017","First Class","Charlottesville","Virginia","22901","South"
"CA-2015-109197","31/12/2015","04/01/2016","Standard Class","Missoula","Montana","59801","West"
"CA-2017-141789","03/10/2017","06/10/2017","First Class","Minneapolis","Minnesota","55407","Central"
"CA-2014-169775","29/08/2014","02/09/2014","Second Class","Miami","Florida","33178","South"
"CA-2016-140543","29/06/2016","03/07/2016","Second Class","Florence","South Carolina","29501","South"
"CA-2016-151141","20/08/2016","23/08/2016","First Class","Detroit","Michigan","48205","Central"
"CA-2017-167094","21/10/2017","22/10/2017","First Class","Springfield","Oregon","97477","West"
"CA-2017-154410","21/10/2017","24/10/2017","First Class","Indianapolis","Indiana","46203","Central"
"US-2016-150567","17/05/2016","21/05/2016","Standard Class","Apopka","Florida","32712","South"
"CA-2015-157959","03/02/2015","04/02/2015","First Class","Los Angeles","California","90008","West"
"CA-2017-105886","18/12/2017","23/12/2017","Standard Class","Oceanside","New York","11572","East"
"CA-2016-105963","15/11/2016","22/11/2016","Standard Class","Los Angeles","California","90008","West"
"CA-2017-121503","03/07/2017","06/07/2017","Second Class","Houston","Texas","77041","Central"
"CA-2014-103366","15/01/2014","17/01/2014","First Class","Roswell","Georgia","30076","South"
"CA-2017-124597","30/04/2017","05/05/2017","Standard Class","Boynton Beach","Florida","33437","South"
"CA-2015-105634","08/11/2015","14/11/2015","Standard Class","Franklin","Massachusetts","2038","East"
"CA-2015-123673","30/10/2015","01/11/2015","Second Class","Detroit","Michigan","48227","Central"
"US-2017-111423","17/08/2017","19/08/2017","First Class","Watertown","New York","13601","East"
"CA-2015-125178","03/10/2015","09/10/2015","Standard Class","Reading","Pennsylvania","19601","East"
"CA-2016-156685","08/07/2016","10/07/2016","Second Class","Arlington","Texas","76017","Central"
"CA-2017-126865","05/12/2017","07/12/2017","Second Class","San Diego","California","92024","West"
"CA-2017-102834","09/03/2017","13/03/2017","Standard Class","San Francisco","California","94110","West"
"US-2016-139710","09/06/2016","15/06/2016","Standard Class","Los Angeles","California","90045","West"
"CA-2017-121538","28/11/2017","01/12/2017","First Class","Denver","Colorado","80219","West"
"US-2017-101539","16/03/2017","18/03/2017","Second Class","Seattle","Washington","98105","West"
"CA-2016-152121","27/11/2016","29/11/2016","Second Class","Scottsdale","Arizona","85254","West"
"CA-2017-161200","06/08/2017","10/08/2017","Second Class","Lafayette","Louisiana","70506","South"
"CA-2017-101245","27/11/2017","03/12/2017","Standard Class","San Francisco","California","94109","West"
"CA-2015-141768","25/05/2015","27/05/2015","Second Class","San Francisco","California","94109","West"
"CA-2016-112109","08/07/2016","12/07/2016","Standard Class","Broomfield","Colorado","80020","West"
"CA-2017-144064","29/08/2017","01/09/2017","First Class","Quincy","Illinois","62301","Central"
"CA-2016-108581","20/06/2016","26/06/2016","Standard Class","Carrollton","Texas","75007","Central"
"CA-2017-157987","02/09/2017","06/09/2017","Standard Class","New York City","New York","10009","East"
"CA-2017-110905","10/09/2017","15/09/2017","Second Class","Springfield","Missouri","65807","Central"
"CA-2017-165841","21/12/2017","28/12/2017","Standard Class","Paterson","New Jersey","7501","East"
"CA-2017-117485","23/09/2017","29/09/2017","Standard Class","Tulsa","Oklahoma","74133","Central"
"CA-2017-140242","06/05/2017","11/05/2017","Standard Class","Chicago","Illinois","60623","Central"
"CA-2014-148950","14/12/2014","19/12/2014","Standard Class","Chicago","Illinois","60610","Central"
"CA-2014-110408","18/10/2014","20/10/2014","Second Class","Montgomery","Alabama","36116","South"
"CA-2015-109939","08/05/2015","12/05/2015","Standard Class","Salem","Oregon","97301","West"
"CA-2016-112669","14/04/2016","14/04/2016","Same Day","Glendale","Arizona","85301","West"
"CA-2015-119592","14/12/2015","16/12/2015","Second Class","Columbus","Georgia","31907","South"
"CA-2014-122749","03/12/2014","09/12/2014","Standard Class","Oklahoma City","Oklahoma","73120","Central"
"CA-2014-164721","25/11/2014","27/11/2014","Second Class","Brentwood","California","94513","West"
"CA-2016-147417","25/07/2016","27/07/2016","First Class","Columbus","Ohio","43229","East"
"CA-2015-127509","09/11/2015","13/11/2015","Standard Class","Springfield","Missouri","65807","Central"
"CA-2017-111374","24/02/2017","28/02/2017","Standard Class","Philadelphia","Pennsylvania","19134","East"
"CA-2017-133648","25/06/2017","02/07/2017","Standard Class","Springfield","Oregon","97477","West"
"US-2017-147221","02/12/2017","04/12/2017","Second Class","Houston","Texas","77036","Central"
"CA-2014-131905","06/02/2014","09/02/2014","First Class","Chesapeake","Virginia","23320","South"
"CA-2017-166128","11/04/2017","18/04/2017","Standard Class","Pasadena","California","91104","West"
"CA-2017-163510","25/12/2017","28/12/2017","Second Class","Louisville","Kentucky","40214","South"
"US-2017-143028","11/04/2017","18/04/2017","Standard Class","Lubbock","Texas","79424","Central"
"CA-2014-111150","31/12/2014","04/01/2015","Standard Class","Columbia","Missouri","65203","Central"
"CA-2017-165386","03/08/2017","04/08/2017","First Class","Chicago","Illinois","60623","Central"
"CA-2014-116407","15/11/2014","21/11/2014","Standard Class","Johnson City","Tennessee","37604","South"
"CA-2015-155761","11/12/2015","11/12/2015","Same Day","Houston","Texas","77041","Central"
"CA-2016-145905","18/09/2016","23/09/2016","Standard Class","Auburn","Alabama","36830","South"
"CA-2015-113110","19/03/2015","23/03/2015","Standard Class","San Bernardino","California","92404","West"
"CA-2016-168354","19/09/2016","21/09/2016","First Class","Providence","Rhode Island","2908","East"
"US-2017-111241","20/08/2017","22/08/2017","Second Class","Fresno","California","93727","West"
"CA-2015-114237","13/03/2015","15/03/2015","First Class","Seattle","Washington","98103","West"
"CA-2016-113516","08/09/2016","10/09/2016","Second Class","Lancaster","California","93534","West"
"CA-2015-117961","26/11/2015","30/11/2015","Standard Class","Leominster","Massachusetts","1453","East"
"CA-2016-128923","09/12/2016","13/12/2016","Standard Class","Fort Worth","Texas","76106","Central"
"CA-2017-162481","25/09/2017","29/09/2017","Standard Class","Rochester","Minnesota","55901","Central"
"CA-2015-119214","23/01/2015","27/01/2015","Standard Class","Bozeman","Montana","59715","West"
"CA-2015-122287","18/06/2015","23/06/2015","Standard Class","Peoria","Arizona","85345","West"
"CA-2015-104493","02/10/2015","08/10/2015","Standard Class","San Diego","California","92105","West"
"US-2017-158946","18/11/2017","23/11/2017","Standard Class","Lakewood","Ohio","44107","East"
"CA-2014-129168","17/08/2014","23/08/2014","Standard Class","Houston","Texas","77095","Central"
"CA-2016-131835","17/07/2016","21/07/2016","Standard Class","Perth Amboy","New Jersey","8861","East"
"CA-2015-142237","11/07/2015","13/07/2015","First Class","Philadelphia","Pennsylvania","19134","East"
"CA-2016-136434","01/12/2016","07/12/2016","Standard Class","Richmond","Indiana","47374","Central"
"CA-2017-120376","22/12/2017","25/12/2017","First Class","Detroit","Michigan","48227","Central"
"CA-2014-106439","31/10/2014","04/11/2014","Standard Class","Los Angeles","California","90049","West"
"CA-2015-133452","13/04/2015","19/04/2015","Standard Class","Pomona","California","91767","West"
"CA-2016-146521","21/07/2016","23/07/2016","Second Class","Philadelphia","Pennsylvania","19134","East"
"US-2017-110996","20/11/2017","25/11/2017","Standard Class","Ontario","California","91761","West"
"CA-2016-129693","26/11/2016","02/12/2016","Standard Class","Seattle","Washington","98105","West"
"CA-2017-122504","07/11/2017","12/11/2017","Second Class","Brentwood","California","94513","West"
"CA-2014-131051","01/12/2014","05/12/2014","Standard Class","San Francisco","California","94122","West"
"CA-2017-140676","12/09/2017","15/09/2017","First Class","Baltimore","Maryland","21215","East"
"CA-2015-120103","24/12/2015","29/12/2015","Standard Class","Phoenix","Arizona","85023","West"
"CA-2017-104647","23/02/2017","01/03/2017","Standard Class","Los Angeles","California","90008","West"
"CA-2014-110352","23/11/2014","29/11/2014","Standard Class","Houston","Texas","77036","Central"
"CA-2016-140501","23/06/2016","28/06/2016","Standard Class","New York City","New York","10009","East"
"CA-2015-139290","26/10/2015","30/10/2015","Standard Class","Rancho Cucamonga","California","91730","West"
"CA-2017-166142","15/07/2017","19/07/2017","Standard Class","Wilmington","Delaware","19805","East"
"CA-2014-145926","17/11/2014","21/11/2014","Standard Class","Moorhead","Minnesota","56560","Central"
"CA-2015-149678","13/04/2015","15/04/2015","Second Class","Farmington","New Mexico","87401","West"
"US-2015-164357","25/11/2015","29/11/2015","Standard Class","Wilmington","North Carolina","28403","South"
"US-2016-146570","15/05/2016","20/05/2016","Standard Class","Jackson","Mississippi","39212","South"
"CA-2017-124401","07/09/2017","12/09/2017","Standard Class","Portland","Oregon","97206","West"
"US-2014-140116","10/03/2014","17/03/2014","Standard Class","Denver","Colorado","80219","West"
"CA-2014-123295","18/07/2014","18/07/2014","Same Day","Tucson","Arizona","85705","West"
"CA-2017-167101","24/03/2017","28/03/2017","Second Class","New York City","New York","10009","East"
